AccountId,AccountNum,DateOpen,ClientId,ClientName,TotalAmt,CutoffDt
5787,40702810114150000118,2020-11-03,5787,Клиент 5787,1257048.92,2020-11-04
5788,40702810708560000168,2020-11-04,5788,Клиент 5788,1897061.60,2020-11-01
5788,40702810708560000168,2020-11-04,5788,Клиент 5788,1392868.88,2020-11-04
5788,40702810708560000168,2020-11-04,5788,Клиент 5788,1260536.83,2020-11-02
5789,40702810907510006644,2020-11-01,5789,Клиент 5789,1003344.30,2020-11-01
5789,40702810907510006644,2020-11-01,5789,Клиент 5789,1657691.83,2020-11-02
5789,40702810907510006644,2020-11-01,5789,Клиент 5789,876530.04,2020-11-03
5790,40802810814450004469,2020-11-02,5790,Клиент 5790,1553096.00,2020-11-02
5790,40802810814450004469,2020-11-02,5790,Клиент 5790,1257125.04,2020-11-03
5790,40802810814450004469,2020-11-02,5790,Клиент 5790,1381164.80,2020-11-04
5791,40702810908510002867,2020-11-03,5791,Клиент 5791,1392948.31,2020-11-03
5791,40702810908510002867,2020-11-03,5791,Клиент 5791,1897164.80,2020-11-04
5791,40702810908510002867,2020-11-03,5791,Клиент 5791,1260616.26,2020-11-01
5792,40702810909510006600,2020-11-04,5792,Клиент 5792,1003420.42,2020-11-04
5792,40702810909510006600,2020-11-04,5792,Клиент 5792,876606.16,2020-11-02
5792,40702810909510006600,2020-11-04,5792,Клиент 5792,1657771.26,2020-11-01
5793,40702810600400000357,2020-11-01,5793,Клиент 5793,1553199.20,2020-11-01
5793,40702810600400000357,2020-11-01,5793,Клиент 5793,1257201.16,2020-11-02
5793,40702810600400000357,2020-11-01,5793,Клиент 5793,1381268.02,2020-11-03
5794,40802810320530008636,2020-11-02,5794,Клиент 5794,1393027.74,2020-11-02
5794,40802810320530008636,2020-11-02,5794,Клиент 5794,1897268.02,2020-11-03
5794,40802810320530008636,2020-11-02,5794,Клиент 5794,1260695.69,2020-11-04
5795,40702810543180005937,2020-11-03,5795,Клиент 5795,1657850.69,2020-11-04
5795,40702810543180005937,2020-11-03,5795,Клиент 5795,876682.28,2020-11-01
5795,40702810543180005937,2020-11-03,5795,Клиент 5795,1003496.55,2020-11-03
5796,40702810131640009827,2020-11-04,5796,Клиент 5796,1553302.40,2020-11-04
5796,40702810131640009827,2020-11-04,5796,Клиент 5796,1257277.28,2020-11-01
5796,40702810131640009827,2020-11-04,5796,Клиент 5796,1381371.20,2020-11-02
5797,40702810600510005120,2020-11-01,5797,Клиент 5797,1260775.12,2020-11-03
5797,40702810600510005120,2020-11-01,5797,Клиент 5797,1897371.20,2020-11-02
5797,40702810600510005120,2020-11-01,5797,Клиент 5797,1393107.17,2020-11-01
5798,40702810430600000162,2020-11-02,5798,Клиент 5798,1657930.12,2020-11-03
5798,40702810430600000162,2020-11-02,5798,Клиент 5798,876758.40,2020-11-04
5798,40702810430600000162,2020-11-02,5798,Клиент 5798,1003572.65,2020-11-02
5799,40702810700060003840,2020-11-03,5799,Клиент 5799,1257353.40,2020-11-04
5799,40702810700060003840,2020-11-03,5799,Клиент 5799,1553405.60,2020-11-03
5799,40702810700060003840,2020-11-03,5799,Клиент 5799,1381474.40,2020-11-01
5800,40702810400180002921,2020-11-04,5800,Клиент 5800,1260854.55,2020-11-02
5800,40702810400180002921,2020-11-04,5800,Клиент 5800,1897474.40,2020-11-01
5800,40702810400180002921,2020-11-04,5800,Клиент 5800,1393186.60,2020-11-04
5801,40802810100020006952,2020-11-01,5801,Клиент 5801,876834.52,2020-11-03
5801,40802810100020006952,2020-11-01,5801,Клиент 5801,1003648.77,2020-11-01
5801,40802810100020006952,2020-11-01,5801,Клиент 5801,1658009.55,2020-11-02
5802,40702810500000124046,2020-11-02,5802,Клиент 5802,1257429.52,2020-11-03
5802,40702810500000124046,2020-11-02,5802,Клиент 5802,1553508.80,2020-11-02
5802,40702810500000124046,2020-11-02,5802,Клиент 5802,1381577.60,2020-11-04
5803,40702810700000061417,2020-11-03,5803,Клиент 5803,1897577.60,2020-11-04
5803,40702810700000061417,2020-11-03,5803,Клиент 5803,1393266.03,2020-11-03
5803,40702810700000061417,2020-11-03,5803,Клиент 5803,1260934.00,2020-11-01
5804,40802810600000061174,2020-11-04,5804,Клиент 5804,876910.64,2020-11-02
5804,40802810600000061174,2020-11-04,5804,Клиент 5804,1658089.00,2020-11-01
5804,40802810600000061174,2020-11-04,5804,Клиент 5804,1003724.89,2020-11-04
5805,40702810700000180806,2020-11-01,5805,Клиент 5805,1553612.02,2020-11-01
5805,40702810700000180806,2020-11-01,5805,Клиент 5805,1257505.64,2020-11-02
5805,40702810700000180806,2020-11-01,5805,Клиент 5805,1381680.80,2020-11-03
5806,40802810600000091461,2020-11-02,5806,Клиент 5806,1261013.42,2020-11-04
5806,40802810600000091461,2020-11-02,5806,Клиент 5806,1393345.46,2020-11-02
5806,40802810600000091461,2020-11-02,5806,Клиент 5806,1897680.80,2020-11-03
5807,40703810700000003076,2020-11-03,5807,Клиент 5807,1003801.01,2020-11-03
5807,40703810700000003076,2020-11-03,5807,Клиент 5807,876986.76,2020-11-01
5807,40703810700000003076,2020-11-03,5807,Клиент 5807,1658168.42,2020-11-04
5808,40802810800000029152,2020-11-04,5808,Клиент 5808,1257581.76,2020-11-01
5808,40802810800000029152,2020-11-04,5808,Клиент 5808,1381784.00,2020-11-02
5808,40802810800000029152,2020-11-04,5808,Клиент 5808,1553715.20,2020-11-04
5809,40703810900000006035,2020-11-01,5809,Клиент 5809,1393424.89,2020-11-01
5809,40703810900000006035,2020-11-01,5809,Клиент 5809,1897784.00,2020-11-02
5809,40703810900000006035,2020-11-01,5809,Клиент 5809,1261092.85,2020-11-03
5810,40702810800000175397,2020-11-02,5810,Клиент 5810,1658247.85,2020-11-03
5810,40702810800000175397,2020-11-02,5810,Клиент 5810,877062.88,2020-11-04
5810,40702810800000175397,2020-11-02,5810,Клиент 5810,1003877.13,2020-11-02
5811,40802810300000071189,2020-11-03,5811,Клиент 5811,1381887.20,2020-11-01
5811,40802810300000071189,2020-11-03,5811,Клиент 5811,1257657.88,2020-11-04
5811,40802810300000071189,2020-11-03,5811,Клиент 5811,1553818.40,2020-11-03
5812,40802810200000067714,2020-11-04,5812,Клиент 5812,1393504.32,2020-11-04
5812,40802810200000067714,2020-11-04,5812,Клиент 5812,1261172.28,2020-11-02
5812,40802810200000067714,2020-11-04,5812,Клиент 5812,1897887.20,2020-11-01
5813,40802810100000067296,2020-11-01,5813,Клиент 5813,877139.01,2020-11-03
5813,40802810100000067296,2020-11-01,5813,Клиент 5813,1003953.25,2020-11-01
5813,40802810100000067296,2020-11-01,5813,Клиент 5813,1658327.28,2020-11-02
5814,40802810200000082951,2020-11-02,5814,Клиент 5814,1381990.40,2020-11-04
5814,40802810200000082951,2020-11-02,5814,Клиент 5814,1257734.01,2020-11-03
5814,40802810200000082951,2020-11-02,5814,Клиент 5814,1553921.60,2020-11-02
5815,40802810610650019506,2020-11-03,5815,Клиент 5815,1897990.40,2020-11-04
5815,40802810610650019506,2020-11-03,5815,Клиент 5815,1261251.71,2020-11-01
5815,40802810610650019506,2020-11-03,5815,Клиент 5815,1393583.77,2020-11-03
5816,40702810229260008951,2020-11-04,5816,Клиент 5816,1004029.37,2020-11-04
5816,40702810229260008951,2020-11-04,5816,Клиент 5816,1658406.71,2020-11-01
5816,40702810229260008951,2020-11-04,5816,Клиент 5816,877215.11,2020-11-02
5817,40702810220510000026,2020-11-01,5817,Клиент 5817,1554024.80,2020-11-01
5817,40702810220510000026,2020-11-01,5817,Клиент 5817,1382093.60,2020-11-03
5817,40702810220510000026,2020-11-01,5817,Клиент 5817,1257810.11,2020-11-02
5818,40802810494020001456,2020-11-02,5818,Клиент 5818,1393663.19,2020-11-02
5818,40802810494020001456,2020-11-02,5818,Клиент 5818,1898093.60,2020-11-03
5818,40802810494020001456,2020-11-02,5818,Клиент 5818,1261331.14,2020-11-04
5819,40802810000020004041,2020-11-03,5819,Клиент 5819,1004105.49,2020-11-03
5819,40802810000020004041,2020-11-03,5819,Клиент 5819,1658486.14,2020-11-04
5819,40802810000020004041,2020-11-03,5819,Клиент 5819,877291.23,2020-11-01
5820,40702810517060018086,2020-11-04,5820,Клиент 5820,1257886.23,2020-11-01
5820,40702810517060018086,2020-11-04,5820,Клиент 5820,1554128.00,2020-11-04
5820,40702810517060018086,2020-11-04,5820,Клиент 5820,1382196.80,2020-11-02
5821,40802810005400000137,2020-11-01,5821,Клиент 5821,1898196.80,2020-11-02
5821,40802810005400000137,2020-11-01,5821,Клиент 5821,1393742.62,2020-11-01
5821,40802810005400000137,2020-11-01,5821,Клиент 5821,1261410.57,2020-11-03
5822,40702810400000046981,2020-11-02,5822,Клиент 5822,877367.35,2020-11-04
5822,40702810400000046981,2020-11-02,5822,Клиент 5822,1004181.61,2020-11-02
5822,40702810400000046981,2020-11-02,5822,Клиент 5822,1658565.57,2020-11-03
5823,40702810000000221274,2020-11-03,5823,Клиент 5823,1382300.02,2020-11-01
5823,40702810000000221274,2020-11-03,5823,Клиент 5823,1554231.20,2020-11-03
5823,40702810000000221274,2020-11-03,5823,Клиент 5823,1257962.35,2020-11-04
5824,40802810500020006141,2020-11-04,5824,Клиент 5824,1261490.00,2020-11-02
5824,40802810500020006141,2020-11-04,5824,Клиент 5824,1393822.05,2020-11-04
5824,40802810500020006141,2020-11-04,5824,Клиент 5824,1898300.02,2020-11-01
5825,40802810827510008693,2020-11-01,5825,Клиент 5825,1004257.74,2020-11-01
5825,40802810827510008693,2020-11-01,5825,Клиент 5825,877443.47,2020-11-03
5825,40802810827510008693,2020-11-01,5825,Клиент 5825,1658645.00,2020-11-02
5826,40702810303510009229,2020-11-02,5826,Клиент 5826,1258038.47,2020-11-03
5826,40702810303510009229,2020-11-02,5826,Клиент 5826,1554334.40,2020-11-02
5826,40702810303510009229,2020-11-02,5826,Клиент 5826,1382403.20,2020-11-04
5827,40802810603510002897,2020-11-03,5827,Клиент 5827,1898403.20,2020-11-04
5827,40802810603510002897,2020-11-03,5827,Клиент 5827,1393901.48,2020-11-03
5827,40802810603510002897,2020-11-03,5827,Клиент 5827,1261569.43,2020-11-01
5828,40802810810660006484,2020-11-04,5828,Клиент 5828,877519.59,2020-11-02
5828,40802810810660006484,2020-11-04,5828,Клиент 5828,1004333.84,2020-11-04
5828,40802810810660006484,2020-11-04,5828,Клиент 5828,1658724.43,2020-11-01
5829,40702810015160007451,2020-11-01,5829,Клиент 5829,1554437.60,2020-11-01
5829,40702810015160007451,2020-11-01,5829,Клиент 5829,1258114.59,2020-11-02
5829,40702810015160007451,2020-11-01,5829,Клиент 5829,1382506.40,2020-11-03
5830,40802810603510008833,2020-11-02,5830,Клиент 5830,1393980.91,2020-11-02
5830,40802810603510008833,2020-11-02,5830,Клиент 5830,1898506.40,2020-11-03
5830,40802810603510008833,2020-11-02,5830,Клиент 5830,1261648.86,2020-11-04
5831,40702810912440003728,2020-11-03,5831,Клиент 5831,1004409.96,2020-11-03
5831,40702810912440003728,2020-11-03,5831,Клиент 5831,1658803.86,2020-11-04
5831,40702810912440003728,2020-11-03,5831,Клиент 5831,877595.71,2020-11-01
5832,40802810842410008833,2020-11-04,5832,Клиент 5832,1382609.60,2020-11-02
5832,40802810842410008833,2020-11-04,5832,Клиент 5832,1554540.80,2020-11-04
5832,40802810842410008833,2020-11-04,5832,Клиент 5832,1258190.71,2020-11-01
5833,40802810416160011849,2020-11-01,5833,Клиент 5833,1261728.31,2020-11-03
5833,40802810416160011849,2020-11-01,5833,Клиент 5833,1394060.34,2020-11-01
5833,40802810416160011849,2020-11-01,5833,Клиент 5833,1898609.60,2020-11-02
5834,40802810512440009970,2020-11-02,5834,Клиент 5834,877671.83,2020-11-04
5834,40802810512440009970,2020-11-02,5834,Клиент 5834,1658883.31,2020-11-03
5834,40802810512440009970,2020-11-02,5834,Клиент 5834,1004486.08,2020-11-02
5835,40802810010690007295,2020-11-03,5835,Клиент 5835,1554644.02,2020-11-03
5835,40802810010690007295,2020-11-03,5835,Клиент 5835,1258266.83,2020-11-04
5835,40802810010690007295,2020-11-03,5835,Клиент 5835,1382712.80,2020-11-01
5836,40702810516450002694,2020-11-04,5836,Клиент 5836,1898712.80,2020-11-01
5836,40702810516450002694,2020-11-04,5836,Клиент 5836,1394139.77,2020-11-04
5836,40702810516450002694,2020-11-04,5836,Клиент 5836,1261807.73,2020-11-02
5837,40702810040450009736,2020-11-01,5837,Клиент 5837,877747.95,2020-11-03
5837,40702810040450009736,2020-11-01,5837,Клиент 5837,1004562.20,2020-11-01
5837,40702810040450009736,2020-11-01,5837,Клиент 5837,1658962.73,2020-11-02
5838,40702810015450006544,2020-11-02,5838,Клиент 5838,1554747.20,2020-11-02
5838,40702810015450006544,2020-11-02,5838,Клиент 5838,1258342.95,2020-11-03
5838,40702810015450006544,2020-11-02,5838,Клиент 5838,1382816.00,2020-11-04
5839,40702810100510011481,2020-11-03,5839,Клиент 5839,1261887.16,2020-11-01
5839,40702810100510011481,2020-11-03,5839,Клиент 5839,1898816.00,2020-11-04
5839,40702810100510011481,2020-11-03,5839,Клиент 5839,1394219.20,2020-11-03
5840,40802810512510008432,2020-11-04,5840,Клиент 5840,1659042.16,2020-11-01
5840,40802810512510008432,2020-11-04,5840,Клиент 5840,877824.07,2020-11-02
5840,40802810512510008432,2020-11-04,5840,Клиент 5840,1004638.32,2020-11-04
5841,40802810016560007290,2020-11-01,5841,Клиент 5841,1258419.07,2020-11-02
5841,40802810016560007290,2020-11-01,5841,Клиент 5841,1382919.20,2020-11-03
5841,40802810016560007290,2020-11-01,5841,Клиент 5841,1554850.40,2020-11-01
5842,40702810100000163630,2020-11-02,5842,Клиент 5842,1261966.59,2020-11-04
5842,40702810100000163630,2020-11-02,5842,Клиент 5842,1898919.20,2020-11-03
5842,40702810100000163630,2020-11-02,5842,Клиент 5842,1394298.63,2020-11-02
5843,40702810200000220062,2020-11-03,5843,Клиент 5843,1659121.59,2020-11-04
5843,40702810200000220062,2020-11-03,5843,Клиент 5843,1004714.44,2020-11-03
5843,40702810200000220062,2020-11-03,5843,Клиент 5843,877900.20,2020-11-01
5844,40802810924420000030,2020-11-04,5844,Клиент 5844,1258495.20,2020-11-01
5844,40802810924420000030,2020-11-04,5844,Клиент 5844,1554953.60,2020-11-04
5844,40802810924420000030,2020-11-04,5844,Клиент 5844,1383022.40,2020-11-02
5845,40702810912590000051,2020-11-01,5845,Клиент 5845,1262046.02,2020-11-03
5845,40702810912590000051,2020-11-01,5845,Клиент 5845,1394378.08,2020-11-01
5845,40702810912590000051,2020-11-01,5845,Клиент 5845,1899022.40,2020-11-02
5846,40702810317510000159,2020-11-02,5846,Клиент 5846,1004790.56,2020-11-02
5846,40702810317510000159,2020-11-02,5846,Клиент 5846,1659201.02,2020-11-03
5846,40702810317510000159,2020-11-02,5846,Клиент 5846,877976.30,2020-11-04
5847,40702810600000109301,2020-11-03,5847,Клиент 5847,1555056.80,2020-11-03
5847,40702810600000109301,2020-11-03,5847,Клиент 5847,1258571.30,2020-11-04
5847,40702810600000109301,2020-11-03,5847,Клиент 5847,1383125.60,2020-11-01
5848,40702810600000109615,2020-11-04,5848,Клиент 5848,1899125.60,2020-11-01
5848,40702810600000109615,2020-11-04,5848,Клиент 5848,1262125.45,2020-11-02
5848,40702810600000109615,2020-11-04,5848,Клиент 5848,1394457.50,2020-11-04
5849,40702810400000097561,2020-11-01,5849,Клиент 5849,1659280.45,2020-11-02
5849,40702810400000097561,2020-11-01,5849,Клиент 5849,1004866.68,2020-11-01
5849,40702810400000097561,2020-11-01,5849,Клиент 5849,878052.42,2020-11-03
5850,40702810400000097613,2020-11-02,5850,Клиент 5850,1383228.80,2020-11-04
5850,40702810400000097613,2020-11-02,5850,Клиент 5850,1555160.00,2020-11-02
5850,40702810400000097613,2020-11-02,5850,Клиент 5850,1258647.42,2020-11-03
5851,40702810600000067605,2020-11-03,5851,Клиент 5851,1394536.93,2020-11-03
5851,40702810600000067605,2020-11-03,5851,Клиент 5851,1899228.80,2020-11-04
5851,40702810600000067605,2020-11-03,5851,Клиент 5851,1262204.88,2020-11-01
5852,40702810600000046846,2020-11-04,5852,Клиент 5852,1659359.88,2020-11-01
5852,40702810600000046846,2020-11-04,5852,Клиент 5852,1004942.80,2020-11-04
5852,40702810600000046846,2020-11-04,5852,Клиент 5852,878128.54,2020-11-02
5853,40802810000000000780,2020-11-01,5853,Клиент 5853,1258723.54,2020-11-02
5853,40802810000000000780,2020-11-01,5853,Клиент 5853,1555263.20,2020-11-01
5853,40802810000000000780,2020-11-01,5853,Клиент 5853,1383332.02,2020-11-03
5854,40703810000000002081,2020-11-02,5854,Клиент 5854,1899332.02,2020-11-03
5854,40703810000000002081,2020-11-02,5854,Клиент 5854,1262284.31,2020-11-04
5854,40703810000000002081,2020-11-02,5854,Клиент 5854,1394616.36,2020-11-02
5855,40802810500000018560,2020-11-03,5855,Клиент 5855,1659439.31,2020-11-04
5855,40802810500000018560,2020-11-03,5855,Клиент 5855,1005018.93,2020-11-03
5855,40802810500000018560,2020-11-03,5855,Клиент 5855,878204.66,2020-11-01
5856,40802810040000000083,2020-11-04,5856,Клиент 5856,1258799.66,2020-11-01
5856,40802810040000000083,2020-11-04,5856,Клиент 5856,1383435.20,2020-11-02
5856,40802810040000000083,2020-11-04,5856,Клиент 5856,1555366.40,2020-11-04
5857,40702810115100000138,2020-11-01,5857,Клиент 5857,1262363.74,2020-11-03
5857,40702810115100000138,2020-11-01,5857,Клиент 5857,1394695.79,2020-11-01
5857,40702810115100000138,2020-11-01,5857,Клиент 5857,1899435.20,2020-11-02
5858,40702810139000000230,2020-11-02,5858,Клиент 5858,1659518.74,2020-11-03
5858,40702810139000000230,2020-11-02,5858,Клиент 5858,878280.78,2020-11-04
5858,40702810139000000230,2020-11-02,5858,Клиент 5858,1005095.03,2020-11-02
5859,40802810200560000304,2020-11-03,5859,Клиент 5859,1258875.78,2020-11-04
5859,40802810200560000304,2020-11-03,5859,Клиент 5859,1555469.60,2020-11-03
5859,40802810200560000304,2020-11-03,5859,Клиент 5859,1383538.40,2020-11-01
5860,40702810335100000086,2020-11-04,5860,Клиент 5860,1899538.40,2020-11-01
5860,40702810335100000086,2020-11-04,5860,Клиент 5860,1394775.22,2020-11-04
5860,40702810335100000086,2020-11-04,5860,Клиент 5860,1262443.17,2020-11-02
5861,40802810039100000059,2020-11-01,5861,Клиент 5861,878356.90,2020-11-03
5861,40802810039100000059,2020-11-01,5861,Клиент 5861,1659598.17,2020-11-02
5861,40802810039100000059,2020-11-01,5861,Клиент 5861,1005171.15,2020-11-01
5862,40802810933030000089,2020-11-02,5862,Клиент 5862,1555572.80,2020-11-02
5862,40802810933030000089,2020-11-02,5862,Клиент 5862,1383641.60,2020-11-04
5862,40802810933030000089,2020-11-02,5862,Клиент 5862,1258951.90,2020-11-03
5863,40802810612510006198,2020-11-03,5863,Клиент 5863,1262522.62,2020-11-01
5863,40802810612510006198,2020-11-03,5863,Клиент 5863,1394854.65,2020-11-03
5863,40802810612510006198,2020-11-03,5863,Клиент 5863,1899641.60,2020-11-04
5864,40702810010660000872,2020-11-04,5864,Клиент 5864,878433.02,2020-11-02
5864,40702810010660000872,2020-11-04,5864,Клиент 5864,1005247.27,2020-11-04
5864,40702810010660000872,2020-11-04,5864,Клиент 5864,1659677.62,2020-11-01
5865,40702810645050004877,2020-11-01,5865,Клиент 5865,1555676.02,2020-11-01
5865,40702810645050004877,2020-11-01,5865,Клиент 5865,1259028.02,2020-11-02
5865,40702810645050004877,2020-11-01,5865,Клиент 5865,1383744.80,2020-11-03
5866,40702810908510019533,2020-11-02,5866,Клиент 5866,1262602.04,2020-11-04
5866,40702810908510019533,2020-11-02,5866,Клиент 5866,1394934.08,2020-11-02
5866,40702810908510019533,2020-11-02,5866,Клиент 5866,1899744.80,2020-11-03
5867,40802810516450000185,2020-11-03,5867,Клиент 5867,1005323.39,2020-11-03
5867,40802810516450000185,2020-11-03,5867,Клиент 5867,878509.14,2020-11-01
5867,40802810516450000185,2020-11-03,5867,Клиент 5867,1659757.04,2020-11-04
5868,40702810231100000038,2020-11-04,5868,Клиент 5868,1383848.00,2020-11-02
5868,40702810231100000038,2020-11-04,5868,Клиент 5868,1259104.14,2020-11-01
5868,40702810231100000038,2020-11-04,5868,Клиент 5868,1555779.20,2020-11-04
5869,40702810820140502241,2020-11-01,5869,Клиент 5869,1262681.47,2020-11-03
5869,40702810820140502241,2020-11-01,5869,Клиент 5869,1395013.51,2020-11-01
5869,40702810820140502241,2020-11-01,5869,Клиент 5869,1899848.00,2020-11-02
5870,40802810605400013799,2020-11-02,5870,Клиент 5870,1659836.47,2020-11-03
5870,40802810605400013799,2020-11-02,5870,Клиент 5870,1005399.51,2020-11-02
5870,40802810605400013799,2020-11-02,5870,Клиент 5870,878585.26,2020-11-04
5871,40702810925460001084,2020-11-03,5871,Клиент 5871,1555882.40,2020-11-03
5871,40702810925460001084,2020-11-03,5871,Клиент 5871,1259180.26,2020-11-04
5871,40702810925460001084,2020-11-03,5871,Клиент 5871,1383951.20,2020-11-01
5872,40702810614400004394,2020-11-04,5872,Клиент 5872,1395092.94,2020-11-04
5872,40702810614400004394,2020-11-04,5872,Клиент 5872,1262760.90,2020-11-02
5872,40702810614400004394,2020-11-04,5872,Клиент 5872,1899951.20,2020-11-01
5873,40702810434030000138,2020-11-01,5873,Клиент 5873,1659915.90,2020-11-02
5873,40702810434030000138,2020-11-01,5873,Клиент 5873,1005475.63,2020-11-01
5873,40702810434030000138,2020-11-01,5873,Клиент 5873,878661.39,2020-11-03
5874,40702810600000121619,2020-11-02,5874,Клиент 5874,1384054.40,2020-11-04
5874,40702810600000121619,2020-11-02,5874,Клиент 5874,1555985.60,2020-11-02
5874,40702810600000121619,2020-11-02,5874,Клиент 5874,1259256.39,2020-11-03
5875,40701810257000005684,2020-11-03,5875,Клиент 5875,1900054.40,2020-11-04
5875,40701810257000005684,2020-11-03,5875,Клиент 5875,1262840.33,2020-11-01
5875,40701810257000005684,2020-11-03,5875,Клиент 5875,1395172.39,2020-11-03
5876,40702810500000074905,2020-11-04,5876,Клиент 5876,1659995.33,2020-11-01
5876,40702810500000074905,2020-11-04,5876,Клиент 5876,1005551.75,2020-11-04
5876,40702810500000074905,2020-11-04,5876,Клиент 5876,878737.49,2020-11-02
5877,40702810010090000186,2020-11-01,5877,Клиент 5877,1384157.60,2020-11-03
5877,40702810010090000186,2020-11-01,5877,Клиент 5877,1259332.49,2020-11-02
5877,40702810010090000186,2020-11-01,5877,Клиент 5877,1556088.80,2020-11-01
5878,40702810312030019908,2020-11-02,5878,Клиент 5878,1262919.76,2020-11-04
5878,40702810312030019908,2020-11-02,5878,Клиент 5878,1395251.81,2020-11-02
5878,40702810312030019908,2020-11-02,5878,Клиент 5878,1900157.60,2020-11-03
5879,40702810100000075427,2020-11-03,5879,Клиент 5879,878813.61,2020-11-01
5879,40702810100000075427,2020-11-03,5879,Клиент 5879,1660074.76,2020-11-04
5879,40702810100000075427,2020-11-03,5879,Клиент 5879,1005627.87,2020-11-03
5880,40702810100000075579,2020-11-04,5880,Клиент 5880,1259408.61,2020-11-01
5880,40702810100000075579,2020-11-04,5880,Клиент 5880,1384260.80,2020-11-02
5880,40702810100000075579,2020-11-04,5880,Клиент 5880,1556192.00,2020-11-04
5881,40702810300000123182,2020-11-01,5881,Клиент 5881,1395331.24,2020-11-01
5881,40702810300000123182,2020-11-01,5881,Клиент 5881,1900260.80,2020-11-02
5881,40702810300000123182,2020-11-01,5881,Клиент 5881,1262999.19,2020-11-03
5882,40702810700000080184,2020-11-02,5882,Клиент 5882,878889.73,2020-11-04
5882,40702810700000080184,2020-11-02,5882,Клиент 5882,1005703.99,2020-11-02
5882,40702810700000080184,2020-11-02,5882,Клиент 5882,1660154.19,2020-11-03
5883,40702810300000030178,2020-11-03,5883,Клиент 5883,1556295.20,2020-11-03
5883,40702810300000030178,2020-11-03,5883,Клиент 5883,1384364.02,2020-11-01
5883,40702810300000030178,2020-11-03,5883,Клиент 5883,1259484.73,2020-11-04
5884,40702810300000099973,2020-11-04,5884,Клиент 5884,1263078.62,2020-11-02
5884,40702810300000099973,2020-11-04,5884,Клиент 5884,1900364.02,2020-11-01
5884,40702810300000099973,2020-11-04,5884,Клиент 5884,1395410.67,2020-11-04
5885,40702810700000060971,2020-11-01,5885,Клиент 5885,1005780.12,2020-11-01
5885,40702810700000060971,2020-11-01,5885,Клиент 5885,878965.85,2020-11-03
5885,40702810700000060971,2020-11-01,5885,Клиент 5885,1660233.62,2020-11-02
5886,40702810200000211945,2020-11-02,5886,Клиент 5886,1384467.20,2020-11-04
5886,40702810200000211945,2020-11-02,5886,Клиент 5886,1556398.40,2020-11-02
5886,40702810200000211945,2020-11-02,5886,Клиент 5886,1259560.85,2020-11-03
5887,40702810300000146444,2020-11-03,5887,Клиент 5887,1900467.20,2020-11-04
5887,40702810300000146444,2020-11-03,5887,Клиент 5887,1263158.05,2020-11-01
5887,40702810300000146444,2020-11-03,5887,Клиент 5887,1395490.10,2020-11-03
5888,40702810300000035432,2020-11-04,5888,Клиент 5888,1005856.22,2020-11-04
5888,40702810300000035432,2020-11-04,5888,Клиент 5888,879041.97,2020-11-02
5888,40702810300000035432,2020-11-04,5888,Клиент 5888,1660313.05,2020-11-01
5889,40702810300000100118,2020-11-01,5889,Клиент 5889,1556501.60,2020-11-01
5889,40702810300000100118,2020-11-01,5889,Клиент 5889,1259636.97,2020-11-02
5889,40702810300000100118,2020-11-01,5889,Клиент 5889,1384570.40,2020-11-03
5890,40702810300000075984,2020-11-02,5890,Клиент 5890,1395569.53,2020-11-02
5890,40702810300000075984,2020-11-02,5890,Клиент 5890,1263237.48,2020-11-04
5890,40702810300000075984,2020-11-02,5890,Клиент 5890,1900570.40,2020-11-03
5891,40702810035500007340,2020-11-03,5891,Клиент 5891,1005932.34,2020-11-03
5891,40702810035500007340,2020-11-03,5891,Клиент 5891,1660392.48,2020-11-04
5891,40702810035500007340,2020-11-03,5891,Клиент 5891,879118.09,2020-11-01
5892,40702810810160000310,2020-11-04,5892,Клиент 5892,1384673.60,2020-11-02
5892,40702810810160000310,2020-11-04,5892,Клиент 5892,1259713.09,2020-11-01
5892,40702810810160000310,2020-11-04,5892,Клиент 5892,1556604.80,2020-11-04
5893,40702810110160000324,2020-11-01,5893,Клиент 5893,1900673.60,2020-11-02
5893,40702810110160000324,2020-11-01,5893,Клиент 5893,1263316.93,2020-11-03
5893,40702810110160000324,2020-11-01,5893,Клиент 5893,1395648.96,2020-11-01
5894,40702810316450009392,2020-11-02,5894,Клиент 5894,1660471.93,2020-11-03
5894,40702810316450009392,2020-11-02,5894,Клиент 5894,879194.21,2020-11-04
5894,40702810316450009392,2020-11-02,5894,Клиент 5894,1006008.46,2020-11-02
5895,40702810316450009431,2020-11-03,5895,Клиент 5895,1384776.80,2020-11-01
5895,40702810316450009431,2020-11-03,5895,Клиент 5895,1259789.21,2020-11-04
5895,40702810316450009431,2020-11-03,5895,Клиент 5895,1556708.02,2020-11-03
5896,40802810000000041914,2020-11-04,5896,Клиент 5896,1395728.39,2020-11-04
5896,40802810000000041914,2020-11-04,5896,Клиент 5896,1900776.80,2020-11-01
5896,40802810000000041914,2020-11-04,5896,Клиент 5896,1263396.35,2020-11-02
5897,40802810534000003224,2020-11-01,5897,Клиент 5897,1006084.58,2020-11-01
5897,40802810534000003224,2020-11-01,5897,Клиент 5897,1660551.35,2020-11-02
5897,40802810534000003224,2020-11-01,5897,Клиент 5897,879270.33,2020-11-03
5898,40802810540000001278,2020-11-02,5898,Клиент 5898,1384880.00,2020-11-04
5898,40802810540000001278,2020-11-02,5898,Клиент 5898,1556811.20,2020-11-02
